,fname,dialogue
154,train_154,"#Person1#: 좋아, 그럼 한 번 더 모든 것을 살펴보자. 나는 정말로 네가 이 일자리를 얻기를 원해!
#Person2#: 알아! 이건 놀라운 성장 기회야! 그들은 진정한 업계 선두주자이고, 사업 프로세스 플랫폼 개발 분야에서 논쟁의 여지 없는 리더인 조직의 일원이 되는 것은 매우 흥미로울 것 같아.
#Person1#: 그럼, 너는 회사에 대한 조사를 했지, 맞지?
#Person2#: 음, 나는 그들의 웹사이트를 방문하고 그들이 하는 일에 대해 읽었어. 그들은 대기업을 위한 종합적인 비즈니스 솔루션을 제공하는 IT 서비스 회사야. 그들은 ARM 개발과 같은 서비스를 제공하며, 맞춤형 애플리케이션도 제공해.
#Person1#: 그럼 회사에서 너의 역할은 무엇이 될까?
#Person2#: 음, 이 자리는 계정 관리자를 위한 거야. 그것은 기본적으로 내가 우리 개발 팀 사이의 연결고리가 될 것이라는 것을 의미해.
#Person1#: 좋아 보이는데, 그럼 왜 그들과 함께 일하고 싶은 거야?
#Person2#: 음, 내가 말했듯이 그들은 업계 선두주자이고, 정말로 훌륭한 성장 전략을 가지고 있으며, 직원들에게 놀라운 발전 기회를 제공하고, 그들이 강력한 기업 지배구조를 가지고 있는 것 같아. 그들은 모두 회사의 성장을 돕고 잠재력을 발휘하는 데 관한 거야. 나는 그들의 핵심 가치와 사명이 정말로 나에게 공감이 됐어. 아, 그리고 그들은 6주간의 휴가, 주식 옵션, 보너스를 제공해... 나는 완전히 그것을 현금화할 거야.
#Person1#: 너 바보! 그런 말 하지 마! 너는 이 일자리를 원하는 거야, 아닌거야? "
158,train_158,"#Person1#: 슈미트 씨가 아버지가 될 거라는 걸 알고 있나요?
#Person2#: 아니요, 그리고 그에게 연락할 방법이 없어요! 그가 있는 곳에는 전화기가 없어요!
#Person1#: 그럼, 그가 돌아오면 기다리고 있는 놀라운 소식이 있겠네요!
#Person2#: 제 언니인 주디가 곧 도와주러 올 거에요. 그녀는 이미 아들하고 딸이 있어요. . .
#Person1#: 방금 붉은색 밴이 차도로에 들어오는 걸 봤어요. 그게 그녀인가요?"
160,train_160,"#Person1#: 들어오세요. 당신이 여기 와서 너무 기뻐요. 우리는 당신을 기다리고 있었어요.
#Person2#: 제가 파티에 늦었나요? 모두들 이미 와 있는 것 같네요. 흥미로운 건 놓치지 않았나요?
#Person1#: 아니요, 딱 맞는 시간에 오셨어요. 아직 제대로 시작하지 않았어요.
#Person2#: 좋아요, 이 꽃을 드릴게요. 마음에 들었으면 좋겠어요. 새 아파트에 어울릴지 모르겠네요.
#Person1#: 감사합니다, 정말 아름다워요. 코트는 저기에 걸어두세요. 이 새 소파 한번 앉아보세요, 정말 편해요. 좋아하실 거예요. 뭔가 마시겠어요, 차, 커피, 주스, 콜라?
#Person2#: 괜찮아요. 제가 알아서 할게요.
#Person1#: 편하게 계세요.
#Person2#: 정말 좋은 곳이네요.
#Person1#: 자랑하는 건 아니지만 모든 디자인은 제가 했고, 몇몇 동료들은 이미 그들의 새 아파트에 이 디자인을 복사하려고 하고 있어요. 봐요, 지금 제가 디자인한 부엌 사진을 찍고 있네요."
161,train_161,"#Person1#: 그의 키가 평균적인 키라고 말하더군요.
#Person2#: 네, 맞아요, 대략 175-178cm 정도였어요.
#Person1#: 몸무게는요?
#Person2#: 잘 모르겠어요. 중간 정도인 것 같아요. 아마 조금 무거운 편이었을 거예요.
#Person1#: 얼굴에 특이한 표시가 있었나요?
#Person2#: 아니요, 그런 것 같지 않아요.
#Person1#: 안경은요?
#Person2#: 아니요.
#Person1#: 머리는 어땠나요?
#Person2#: 검정색이나 짙은 갈색이었어요.
#Person1#: 길었나요, 짧았나요? 곧은 머리였나요, 곱슬이었나요?
#Person2#: 곧은 머리였던 것 같고, 평균적인 길이였어요
#Person1#: 이런, 이건 우리에게 별 도움이 안 되네요. 누구에게나 해당될 수 있어요. 그의 옷은 어땠나요? 무슨 옷을 입고 있었나요?"
163,train_163,"#Person1#: 이곳은 정말로 조용하고 평화롭네요. 제 도시의 집과는 정말로 다르네요.
#Person2#: 그렇죠, 당신은 여기서 살 수 있을까요? 자연으로 돌아가는 거 말이에요.
#Person1#: 잘 모르겠어요. 잠시 여기에 와서 지내는 건 괜찮지만, 그것도 곧 지겹게 될 거예요.
#Person2#: 그게 제가 생각했던 거예요. 친구들과 함께 외출하는 대신에 나무집에서 새나 다람쥐와 이야기하는 금요일 밤을 상상해보세요.
#Person1#: 그렇게 하면 외로워질 것 같아요.
#Person2#: 그리고 카푸치노 한 잔은 어디서 구할 수 있을까요?
#Person1#: 그건 없으면 살기 힘들겠네요. 우리 도시 사람들은 꽤 버릇이 없어요.
#Person2#: 아마도 그럴 수도 있겠네요. 하지만 저는 버릇이 없는 사람이 되는 것이 새들과 이야기하는 데 오랜 시간을 보내는 미친 사람이 되는 것보다는 나을 것 같아요."
166,train_166,"#Person1#: 열 장의 쌀 종이, 25개의 붓, 두 상자의 유화물감과 두 상자의 수채화 물감. 이 모든 것이 합쳐서 35.50달러입니다, 선생님.
#Person2#: 좋아요, 여기 50달러입니다. 아, 저에게 송장을 만들어 주실 수 있나요?
#Person1#: 물론이죠, 잠시만요. 혹시 화가이신가요, 선생님?
#Person2#: 아니요, 저는 선생님입니다. 저는 미술을 가르칩니다..
#Person1#: 정말 흥미로운 직업이시겠네요.
#Person2#: 그렇습니다. 여기 처음 오신 것 같네요. 저는 주로 여기서 매주 쇼핑을 해요.
#Person1#: 그렇군요? 만나서 반갑습니다! 여기 송장과 거스름돈입니다.
#Person2#: 감사합니다. 만나서 반가워요."
168,train_168,"#Person1#: 안녕하세요, 부인. 무엇을 도와드릴까요?
#Person2#: 안녕하세요. 체크아웃하고 싶습니다. 제 방 번호는 1005입니다.
#Person1#: 알겠습니다. 잠시만 기다려 주세요. 월요일에 체크인하셔서 1005호 싱글룸에서 3박을 하셨군요. 맞나요?
#Person2#: 네. 제 청구서를 볼 수 있을까요?
#Person1#: 네, 여기 있습니다. 문제가 없다면 아래 빈칸에 서명해 주시겠어요?
#Person2#: 네, 알겠습니다. 영수증을 받을 수 있을까요?
#Person1#: 여기 있습니다. 저희 호텔에서 서비스를 제공하는 것을 기쁘게 생각하며, 다시 뵙기를 기대합니다. 좋은 하루 되세요."
172,train_172,"#Person1#: 린다, 토드에요.
#Person2#: 토드, 전화해줘서 너무 기뻐요!
#Person1#: 린다, 지난 금요일 밤 우리가 함께 보낸 시간이 얼마나 즐거웠는지 말하고 싶었어요.
#Person2#: 토드, 당신이 고른 영화는 정말 좋았어요! 나랑 같이 가자고 해줘서 고마워요!
#Person1#: 저도 정말 즐거웠고, 어쩌면 당신이 토요일에 저랑 같이 폭포로 등산 가고 싶을지도 모르겠다고 생각했어요.
#Person2#: 등산 좋아요! 제가 점심 싸갈게요, 괜찮을까요?
#Person1#: 린다, 그건 완벽한 추가가 될 것 같아요.
#Person2#: 그럼 점심은 제가 챙기고, 다른 계획은 당신이 정하세요. 언제 저를 데리러 올 거에요?
#Person1#: 등산하는 데 너무 덥지 않게 9시쯤 출발하려고 해요.
#Person2#: 아홉시면 출발하기 좋은 시간이네요. 토요일에 봐요!"
173,train_173,"#Person1#: 교환 정책은 어떻게 되나요?
#Person2#: 영수증을 가지고 일주일 이내에 가져오시면 전액 환불해 드립니다. 또한, 바지에 수정이 필요하시면 가져오시면 무료로 해드립니다.
#Person1#: 좋네요.
#Person2#: 총 70달러입니다. 현금으로 지불하시겠습니까, 아니면 카드로 하시겠습니까?
#Person1#: 카드로 할게요. 여기 카드요.
#Person2#: 네, 고객님, 여기 있습니다. 감사합니다.
#Person1#: 감사해요. "
174,train_174,"#Person1#: 오늘 저녁에 뭐 먹을까요?
#Person2#: 당신이 요리할 계획이라면 무엇이든지 상관없어요.
#Person1#: 당신이 요리하지 않을 거예요?
#Person2#: 네, 저는 항상 요리해요.
#Person1#: 그래요, 나는 당신의 요리를 사랑해요.
#Person2#: 그런 말 하지 마세요. 배가 고프면 저녁을 요리하세요.
#Person1#: 진심이에요?
#Person2#: 보세요, 오늘 밤은 정말 피곤해요. 저녁 요리하기 싫어요.
#Person1#: 알겠어요, 오늘 저녁은 내가 만들게요.
#Person2#: 고마워요. 저는 자러 갈게요.
#Person1#: 저녁이 준비되면 깨울까요?
#Person2#: 네, 부탁해요."
176,train_176,"#Person1#: 안녕하세요. #PhoneNumber#입니다.
#Person2#: 안녕하세요. 애나 씨 계신가요?
#Person1#: 아니요. 죄송합니다만 애나 씨가 외출했습니다.
#Person2#: 아, 그럼, 애나 씨께 메시지를 남겨주실 수 있나요?
#Person1#: 네, 무엇을 전해드리면 될까요?
#Person2#: 애나 씨가 저희 집에 차를 마시러 오는데, 제 프랑스어 사전을 가지고 있는지 확인해달라고 해주실 수 있나요? 만약 가지고 있다면, 가져오도록 해달라고 말해주세요.
#Person1#: 알겠습니다. 그럼 어디서 전화하셨나요?
#Person2#: #Address#입니다. 저는 애나의 친구 제니입니다."
178,train_178,"#Person1#: 안녕하세요, 양메이님. 미국에 가신다고 들었어요.
#Person2#: 네. 저는 할머니와 함께 가요. 뉴저지에 계시는 부모님을 뵈러 가요.
#Person1#: 언제 출발하시나요?
#Person2#: 이번 금요일 저녁이에요. 우리 비행기는 7시 15분에 출발해요.
#Person1#: 얼마나 머무르실 건가요?
#Person2#: 6개월이요.
#Person1#: 6개월이나요! 뉴욕에 계시는 조부모님을 만나러 가실 건가요?
#Person2#: 물론이죠. 가능한 많은 곳을 보고 싶어요. 어떻게 여행하면 좋을까요?
#Person1#: 대부분의 사람들은 차로 이동해요. 도로 상태가 아주 좋아요.
#Person2#: 하지만 저는 차가 없고 운전도 못해요. 다른 이동 수단은 없을까요?
#Person1#: 버스를 이용하실 수 있어요. 매우 저렴해요.
#Person2#: 기차로 이동할 수는 없나요?
#Person1#: 네, 가능해요. 미국에서 기차는 비싸지만 빨라요. 
#Person2#: 정말 감사해요. 이제 가봐야겠네요. 돌아올 때 뵐게요.
#Person1#: 행운을 빕니다. 좋은 여행 되세요!"
180,train_180,"#Person1#: 톰, 일어나! 벌써 거의 일곱시야.
#Person2#: 오, 아침이네요, 엄마. 알람이 울렸나요?
#Person1#: 응, 울렸어.
#Person2#: 하지만 전혀 듣지 못했어요.
#Person1#: 어제 밤에 몇 시로 알람을 맞췄어?
#Person2#: 여섯시로 맞췄어요.
#Person1#: 서둘러, 아니면 학교에 늦을 거야. 아픈 거야?
#Person2#: 아니에요. 밤새 잠을 못자서 졸린 것 뿐이에요.
#Person1#: 아침 준비됐어. 옷 입고 침대에서 나와. 아침 먹기 전에 얼굴을 씻고 이를 닦는 걸 잊지 마.
#Person2#: 알았어요. 갈게요."
182,train_182,"#Person1#: 실례합니다. 뉴욕행 비행기에 대해 알아보고 싶습니다.
#Person2#: 잠시만요. 방금 5분 전에 하나가 출발했고, 다음 비행기는 10시에 있습니다.
#Person1#: 지금 몇 시인가요?
#Person2#: 지금 8시 5분 전입니다.
#Person1#: 그러니까 비행기는 대략 2시간 후에 출발하네요.
#Person2#: 맞습니다. 티켓은 구입하셨나요?
#Person1#: 아니요, 아직입니다. 여기서 구입할 수 있나요?
#Person2#: 죄송하지만 여기서는 구입하실 수 없습니다. 예약 사무소로 가시는 게 좋을 것 같습니다."
183,train_183,"#Person1#: 안녕, 수잔. 어떻게 지내? 언제 너를 만날 수 있을지 궁금했어. 지금 무슨 일로 바쁘니?
#Person2#: 여기서 만나서 반가워, 팀. 나는 함께 일하는 사람들을 위해 크리스마스 선물을 사고 있는데, 정말 골치 아파.
#Person1#: 어쩌면 나는 너에게 몇 가지 조언을 줄 수 있을지도 모르겠어. 먼저, 그들을 다른 그룹으로 나누는 것이 좋을 것 같아-누가 너의 친구이면서도 동료인 사람들과 누가 잘 알지 못하지만 매일 거의 보는 사람인지를 말이야.
#Person2#: 알겠어, 그 다음엔 뭘 해야 하지?
#Person1#: 친구들에게는 개인적인 선물을 주고 싶을 거야. 그들은 초콜릿을 좋아하니?
#Person2#: 이건 항상 주는 선물이지만, 메리가 다이어트 중이라고 알고 있어.
#Person1#: 그녀는 과일이나 커피를 좋아하니? 어쨌든, 너의 친구가 좋아하는 선물을 생각해봐.
#Person2#: 음, 과일은 건강 유지에 도움이 될 것 같아. 나머지 사람들은 어떻게 해야 할까?
#Person1#: 그들의 우편함이나 책상에 카드를 남겨.
#Person2#: 크리스마스 카드?
#Person1#: 그래, 너는 그것을 감당할 수 있어. 더 중요한 것은, 그들에 대해 생각하고 있다는 것이 사실이라는 거야.
#Person2#: 조언해줘서 고마워, 팀. 너는 정말로 나와 나의 돈을 구해줬어."
184,train_184,"#Person1#: 안녕, 잭. 누구에게 편지를 쓰고 있니?
#Person2#: 부모님께 이번 여름에 여기에 머무를 거라고 알리는 편지를 쓰고 있어.
#Person1#: 집에 안 가? 네가 가족들과 일본 여행을 간다고 생각했는데.
#Person2#: 그럴 생각이었지만, 다시 생각해보니 마음이 바뀌었어.
#Person1#: 얘기해봐. 너를 사랑하는 가족과 함께 가지 않고 여기에 머무르게 만드는 이유가 뭔지 궁금해. 확실히 공부 때문은 아닐 테니까.
#Person2#: 아니, 공부 때문은 아니야. 마이클이 그의 삼촌이 운영하는 기관에서 일하게 해줬어.
#Person1#: 얼마를 받게 되니?
#Person2#: 주디, 나는 돈 때문이 아니라 경험을 쌓기 위해서 하는 거야. 게다가 이건 자원 봉사 활동이야.
#Person1#: 보수 없이 일해? 정말 대단하네.
#Person2#: 너는 언제 집으로 돌아가?
#Person1#: 내일이야. 그리고 이틀 후에는 하와이로 갈 거야. 나는 이제 정말 짐을 싸야 해.
#Person2#: 그럼 가봐. 즐거운 휴가 보내!
#Person1#: 엽서를 보내줄게."
188,train_188,"#Person1#: 나는 그가 화이트데이를 기억하지 못할 것 같아. 
#Person2#: 바보야, 너는 그가 기억하도록 확실히 해야 해. 
#Person1#: 음, 너는 어때? 
#Person2#: 그는 나에게 핸드백을 사주고, 고급스러운 식당에서 저녁 식사를 할 거야. 
#Person1#: 작은 선물에 대한 큰 보상을 받았네."
189,train_189,"#Person1#: 이번 여름에 어떤 일을 찾았어?
#Person2#: 나는 마케팅 회사에서 일하고 있어. 전화 마케팅을 하고 있어.
#Person1#: 오, 그러니까 너는 나를 미치게 만들어서 필요도 없는 물건을 사게 설득하려고 전화하는 그런 사람들 중 한 명이구나. 재미있어?
#Person2#: 믿거나 말거나, 나는 좋아해. 거기서 일하는 학생들이 많고, 전화를 하지 않을 때는 정말로 재미있어. 우리는 그냥 텍스트를 읽기만 하면 되니까 정말 쉬워.
#Person1#: 일을 풀타임으로 하고 있?
#Person2#: 응, 하지만 나는 오후 2시부터 밤 11시까지 일하니까 아침에는 원하는 만큼 늦게까지 잘 수 있어."
197,train_197,"#Person1#: 읽기에는 너무 더워요.
#Person2#: 산책하러 나가는 게 좋겠어요.
#Person1#: 가장 좋아하는 계절은 어느 계절인가요?
#Person2#: 봄이요.
#Person1#: 여름은 어때요?
#Person2#: 가장 싫어해요.
#Person1#: 왜요?
#Person2#: 왜냐하면 한 해에서 가장 더운 계절이 여름이기 때문이에요.
#Person1#: 하지만 때때로 여름은 다른 계절들보다 더 매력적이에요."
